location_name,latitude,longitude,image_url,explanation,tag
室原神社,34.175759339657525,132.79831042207283,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","グルメ, 絶景"
カラフルな家,34.175449425463775,132.79597776228272,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","神社, 絶景, グルメ"
良鎮寺,34.17540873051819,132.79715707220998,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","グルメ, 庭園"
かわいいネズミがいる通り,34.175,132.796528,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","絶景, 神社"
かわいい階段のある通り,34.174944,132.797361,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","温泉, 庭園, 神社"
レトロといえば!たばこ屋の看板,34.17510499287464,132.79811077440405,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","歴史, 建築"
とよしま銀座,34.17498698584771,132.79888375169412,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","絶景, 自然"
旧豊島小学校・旧豊島幼稚園,34.17453,132.79637,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","神社, 自然"
升谷医院,34.17424744769896,132.7974339196648,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","自然, 庭園, グルメ"
旧豊島小学校グラウンド,34.17399,132.7959,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","神社, 建築"
郵便局,34.17427390767902,132.79706422704854,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","グルメ, 自然"
豊島温泉,34.174135934489,132.79761237536746,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","庭園, 温泉, 神社"
日向ぼっこポイント,34.17411557964235,132.7983329740291,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","温泉, グルメ, 建築"
豊浜まちづくりセンター 豊島分館,34.17382,132.79727,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","自然, グルメ, 絶景"
ここも通れます,34.173669655700095,132.79756007144204,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","建築, 絶景, 温泉"
胡神社,34.1736929561999,132.79814881631387,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","温泉, 建築, 神社"
ディープな路地裏,34.17358622365369,132.79755425062783,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","神社, 温泉"
石碑のある井戸（2）,34.173097322586,132.7976099103021,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","建築, 絶景"
公衆トイレ,34.17572762583623,132.79940765703873,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","神社, 温泉, グルメ"
広警察署 豊浜駐在所,34.175663273610816,132.79895972813853,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","温泉, 絶景, 庭園"
豊島の漁船,34.17405339037396,132.79856071862528,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","自然, 建築"
このあたりまで登ると眺めも◎,34.17555,132.79514,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","歴史, 庭園, グルメ"
集落の裏にはみかん畑が。あまくておいしい、自慢のみかんです。,34.17588241045907,132.79562823395162,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","グルメ, 神社"
細すぎて不安になる、マニアックな路地,34.17479425313621,132.7981021448119,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","神社, 絶景, 庭園"
四角形の井戸,34.17461007045294,132.7982121153793,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","グルメ, 絶景"
路地裏のお地蔵さん,34.17393606770119,132.797940008288,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","自然, 庭園, 絶景"
路地裏の小さな祠,34.17541544247085,132.79857706818828,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","歴史, 絶景, 自然"
海の眺めるお地蔵さん,34.17475,132.79883,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","庭園, 歴史, グルメ"
日本一のジャングルジム,34.17273,132.80418,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","建築, 自然, 温泉"
大きな古い家,34.17422,132.79652,undefined,"このスポットは、地域の魅力を存分に感じることができる場所です。
歴史や自然に触れながら、特別な時間を過ごすことができます。","自然, 建築, 神社"
