location_name,latitude,longitude,image_url,explanation,tag
良鎮寺,34.17540873051820,132.79715707221000,undefined,静寂に包まれた古刹。美しい庭園と格式のある本堂が見どころで、心落ち着く空間が広がる。歴史ある仏像や書物も保管されている貴重な寺院。,"グルメ, 庭園"
かわいいネズミがいる通り,34.175,132.796528,undefined,道端の建物に小さなネズミの彫刻が隠されているユニークな通り。見つける楽しさがあり、子どもから大人まで楽しめる隠れた観光スポット。,"絶景, 神社"
かわいい階段のある通り,34.174944,132.797361,undefined,可愛らしいデザインの階段が特徴の路地。手すりや段差の装飾が凝っており、まるでおとぎ話の世界に迷い込んだかのような雰囲気が魅力的。,"温泉, 庭園, 神社"
レトロといえば!たばこ屋の看板,34.17510499287460,132.79811077440400,undefined,昭和時代を感じさせるレトロなたばこ屋の看板が残るスポット。色あせた文字やデザインがノスタルジックで、昭和の町並みを思い出させる貴重な風景。,"歴史, 建築"
とよしま銀座,34.17498698584770,132.79888375169400,undefined,かつて繁栄を誇った商店街の名残がある通り。昔ながらの看板や店舗の造りが特徴で、歩くだけで昭和の雰囲気を味わえる。今も地元の人々が集う場所。,"絶景, 自然"
旧豊島小学校・旧豊島幼稚園,34.17453,132.79637,undefined,廃校となった小学校と幼稚園の跡地。校舎はそのまま残されており、かつての子どもたちの笑い声が聞こえてきそうな懐かしい雰囲気が漂う。,"神社, 自然"
升谷医院,34.17424744769900,132.7974339196650,undefined,歴史ある診療所。長年地域の人々の健康を支えてきた場所で、古い薬棚や診察台が今も残る。医療の歴史を感じることができる貴重なスポット。,"自然, 庭園, グルメ"
旧豊島小学校グラウンド,34.17399,132.7959,undefined,広々としたグラウンドが今も残る。かつての運動会や遊び場として使われた場所で、当時の活気を思い起こさせる。地元の人々の思い出が詰まった場所。,"神社, 建築"
郵便局,34.17427390767900,132.79706422704900,undefined,レトロなデザインの郵便局。昔ながらの建築様式が特徴で、今でも地域の郵便業務を支えている。観光の合間に立ち寄ると、旅の記念に手紙を出すのもおすすめ。,"グルメ, 自然"
豊島温泉,34.174135934489,132.79761237536700,undefined,風情のある温泉で、地元の人々に愛され続ける癒しのスポット。泉質が良く、疲れを癒すのに最適。静かにくつろげる空間で、旅の疲れをほぐすのにぴったりの場所。,"庭園, 温泉, 神社"
日向ぼっこポイント,34.17411557964240,132.7983329740290,undefined,陽当たりが良く、のんびりくつろげる絶好のスポット。ベンチに座って潮風を感じながら、静かな時間を過ごせる。猫がよく集まる場所としても知られている。,"温泉, グルメ, 建築"
豊浜まちづくりセンター 豊島分館,34.17382,132.79727,undefined,地域のイベントや交流の場として使われる施設。地元の歴史や文化を学ぶことができ、観光客も立ち寄れる。展示やワークショップが行われることもある。,"自然, グルメ, 絶景"
ここも通れます,34.173669655700100,132.79756007144200,undefined,ちょっとした抜け道のような路地裏。観光マップには載っていないが、地元の人がよく通る隠れた通路。ひっそりとした雰囲気があり、散策好きにおすすめ。,"建築, 絶景, 温泉"
胡神社,34.1736929561999,132.79814881631400,undefined,長い歴史を持つ神社で、地元の人々に親しまれている。境内には古い石灯籠や手水鉢が残り、厳かな雰囲気が漂う。祭りの時期には多くの参拝者が訪れる。,"温泉, 建築, 神社"
ディープな路地裏,34.17358622365370,132.79755425062800,undefined,迷路のように入り組んだ路地裏。レトロな看板や古民家が並び、まるで昭和の時代にタイムスリップしたかのような感覚になる。ディープな町歩きが楽しめるスポット。,"神社, 温泉"
石碑のある井戸（2）,34.173097322586,132.7976099103020,undefined,井戸のそばに古い石碑が佇む場所。歴史的な背景があり、地元の人々の生活を支えてきた貴重な水源。石碑の文字をじっくり読んでみると新たな発見があるかも。,"建築, 絶景"
公衆トイレ,34.17572762583620,132.79940765703900,undefined,昭和レトロなデザインの公衆トイレ。シンプルな造りながらも当時の雰囲気を残し、今も使われている。旅行者にとってはありがたい休憩スポット。,"神社, 温泉, グルメ"
広警察署 豊浜駐在所,34.175663273610800,132.79895972813900,undefined,地域の安全を守る駐在所。小さな交番のような建物で、地元の人々と警察官の交流が感じられる。町の歴史とともに歩んできた存在。,"温泉, 絶景, 庭園"
豊島の漁船,34.17405339037400,132.79856071862500,undefined,港に停泊する地元の漁船。新鮮な魚を届けるために毎朝出港する船が並び、漁業の町らしい風景が広がる。漁師町の雰囲気を感じることができる。,"自然, 建築"
このあたりまで登ると眺めも◎,34.17555,132.79514,undefined,町を見下ろせる絶景ポイント。坂を登ると広がるパノラマビューが楽しめ、特に夕暮れ時には美しい景色が望める。写真撮影にも最適なスポット。,"歴史, 庭園, グルメ"
集落の裏にはみかん畑が。あまくておいしい、自慢のみかんです。,34.17588241045910,132.79562823395200,undefined,集落の裏手には広がるみかん畑。地元の特産品であるみかんがたわわに実り、甘い香りが漂う。,"グルメ, 神社"
細すぎて不安になる、マニアックな路地,34.17479425313620,132.7981021448120,undefined,まるで迷路のような極細の路地。両側の壁が迫りくるような狭さで、通り抜けるのにちょっとしたスリルを感じる。,"神社, 絶景, 庭園"
四角形の井戸,34.17461007045290,132.7982121153790,undefined,珍しい四角形の井戸が残る場所。通常の丸い井戸とは異なり、整った形が特徴的。建築技術の違いを感じながら歴史を学ぶことができる興味深い遺構。,"グルメ, 絶景"
路地裏のお地蔵さん,34.17393606770120,132.797940008288,undefined,路地の片隅に静かに佇むお地蔵さん。地元の人々が手を合わせる姿が見られ、地域の信仰が息づいていることを感じさせる。そっと手を合わせてみたくなる場所。,"自然, 庭園, 絶景"
路地裏の小さな祠,34.17541544247090,132.79857706818800,undefined,ひっそりとした路地裏に隠れる小さな祠。地元の人々に守られてきた神聖な場所で、立ち寄ると心が落ち着く。,"歴史, 絶景, 自然"
海の眺めるお地蔵さん,34.17475,132.79883,undefined,海を見つめるように置かれたお地蔵さん。潮風を感じながら静かに鎮座しており、訪れる人々の旅の安全を見守っているかのような存在感がある。,"庭園, 歴史, グルメ"
日本一のジャングルジム,34.17273,132.80418,undefined,圧倒的なスケールを誇る巨大ジャングルジム。子どもはもちろん、大人も思わず挑戦したくなる高さと構造。遊び心が詰まったユニークな遊具。,"建築, 自然, 温泉"
大きな古い家,34.17422,132.79652,undefined,町の歴史を語るような立派な古民家。大きな梁や木の香りが残り、昔の暮らしが感じられる。今も住まわれているが、外観だけでも見応えがある。,"自然, 建築, 神社"
